id,name,followers,favourites
7373,CTCRD,7427,1954
7374,fmradiouno,7549,2245
7375,ITespresso,7589,219
7376,stephane_vt,7668,2388
7377,redhispanistas,7774,64
7378,huberneyrojas,7818,399
7379,sonidando,7867,2169
7380,PuntoGov,7904,546
7381,ocioweb,8140,1042
7382,Elingenier,8282,221
7383,Philippe_Zygel,8283,1
7384,ciudaddm,8479,239
7385,Indiapremiostv,8760,538
7386,alfredovarelad,8773,1172
7387,cnnramos,8797,37
7388,actitude,8859,783
7389,dianagonzalez,8900,1020
7390,Shigeru_San,8903,987
7391,RafaelCisneros,8923,203
7392,bobdorf,8932,163
7393,eclac_un,9011,0
7394,ehealthpaho,9014,135
7395,PeriodismoDeHoy,9042,557
7396,ALEJANDRUUUUUNK,9070,121
7397,TwitSpain,9219,1744
7398,Genpact,9227,602
7399,TittoHierobrujo,9276,1
7400,KarenDuque,9286,12
7401,DMonteroJalil,9371,1769
7402,acdivoca,9376,1736
7403,gomezmendeza,9410,168
7404,Level3Now,9439,1466
7405,katieharbath,9468,870
7406,PaoloArenas,9508,21
7407,nfcforum,9642,555
7408,Unicordoba_Col,9694,126
7409,millanjorge,9694,443
7410,DiarioDelLlano,9698,19
7411,CEJ_JUSTICIA,9726,911
7412,MiguelSamperS,9741,1126
7413,sam1meta,9747,1306
7414,LuisFPedraza,9818,383
7415,Jeff_Gomez,9882,2502
7416,juandiegopolo,10035,30
7417,telesantiago,10158,44
7418,Radiomacondo,10160,1962
7419,twDocs,10272,46
7420,FabianGPastor,10338,305
7421,infocreame,10360,2352
7422,Luismiguelcotes,10367,2021
7423,sameroso,10547,2726
7424,iemmys,10619,291
7425,Depor_co,10683,2
7426,maximrudin,10856,571
7427,InternetAssn,10867,2333
7428,palabrasmass,11095,673
7429,UnEmprendedor,11143,1
7430,gorosart,11165,67
7431,Baquia_com,11306,535
7432,PrensaUTCH,11522,483
7433,MDiez2010,11528,2176
7434,JoseManuelHumor,11539,686
7435,jmgrande,11582,984
7436,PunkrobotStudio,11586,1997
7437,CamaraMedellin,11715,1964
7438,arielcoro,11893,1190
7439,UNStats,11973,1
7440,ondas1350am,11982,224
7441,OECDgov,12102,626
7442,socialtoo,12149,5
7443,csanabria,12165,1007
7444,JOSEFDOPATINO,12187,909
7445,amazonianews,12349,0
7446,cespedescomenta,12400,10
7447,CARLOsPC79,12650,1207
7448,EnVivoET,12775,5
7449,JorgeERojasG,12777,1050
7450,DiariodelSur,12781,0
7451,J_Juhefomo,12886,354
7452,silvia_parra,12918,305
7453,SimonVPshow,13029,67
7454,NoTanPoeta,13371,1057
7455,DIRECON_CHILE,13437,2071
7456,Manuelavillegas,13446,1398
7457,jorgebarontv,13630,420
7458,mensajerosurban,13675,1203
7459,col_startup,13879,245
7460,LeoBerrezueta,14063,350
7461,DagoGarciaProd,14094,2268
7462,WinSportsOnline,14447,125
7463,LaPrensaWeb,14458,237
7464,adrianitaca,14795,1493
7465,FabianGTorres,14830,1225
7466,WawawiwaDesign,14914,529
7467,Tendencias21,14976,1749
7468,AgriculturaDia,15022,702
7469,RCNbucaramanga,15074,434
7470,GRLuzMarinaB,15102,699
7471,UFPSCUCUTA,15149,621
7472,Londres2012,15158,40
7473,PachoBernate,15785,150
7474,ReconciliaCol,15859,935
7475,FelizDiaTV,15913,581
7476,AgidGov,15945,1234
7477,NatinaturaGreen,16027,2148
7478,Discovery_Co,16038,2149
7479,armandogarciap,16144,1666
7480,urbanohumano,16221,1759
7481,ScoutsColombia,16318,1707
7482,nelgonpra,16338,31
7483,Sesamo,16585,1046
7484,JuanPabloGallo,16586,686
7485,TecnosferaET,16956,541
7486,Cyberlunesco,16990,1257
7487,nnenna,17017,857
7488,LucianoWernicke,17102,539
7489,tuexperto,17378,499
7490,vgcerf,17382,0
7491,paultrani,17610,958
7492,UnivalleSt,17725,1929
7493,Corfecali,17783,592
7494,juanmrestrepo,18585,742
7495,stephaniefalla,18839,2620
7496,ITUSecGen,18880,92
7497,Alej4ndroPinto,19037,1877
7498,fabilo1010,19428,34
7499,SETEDIS,19694,1103
7500,josemariagil,20000,168
7501,emisoraudea,20628,1952
7502,colombiareports,20712,74
7503,todelarvalle,20829,155
7504,EsperanzaRicoL,21063,2791
7505,universidaduptc,21067,1472
7506,EcosdelCombeima,21193,982
7507,TalCualOficial,21341,1
7508,Supernotariado,21608,1687
7509,TalentoChocoano,21699,2218
7510,honim5,21804,506
7511,pciudadano,21809,251
7512,FedeCafeteros,22091,640
7513,pipecordoba,22198,1206
7514,DanielQuiroga,22216,1961
7515,TheMime,22377,61
7516,opanoticias,22480,215
7517,andrescontento,22656,240
7518,CarlosECorreaE,22949,1172
7519,Pizza_1969,23437,338
7520,acastel,23711,2166
7521,mclacouture,24043,1305
7522,PorvenirOficial,24091,976
7523,IEEEIoT,25430,456
7524,AlejoMarulandaa,25635,574
7525,ContGanadero,26338,2058
7526,Prensalibcasan,26573,185
7527,NTN24News,26728,5
7528,INPEC_Colombia,27025,1747
7529,FenalcoNacional,27172,305
7530,TRINEOTV,27474,1465
7531,LaNubeBLU,28458,972
7532,ShirlyGomezr,28581,332
7533,WSJAmericas,29018,0
7534,Socialab_com,29410,1015
7535,IGDA,30209,124
7536,TuiterosBoyaca,30418,1644
7537,DionisioVelez,30846,1714
7538,YamitPalaVilla,32009,1504
7539,Bilirubbini,32195,1386
7540,ddematteis,32338,2111
7541,diarioelpropio,32581,667
7542,QhuboQuilla,32736,923
7543,MCJ_CR,32914,585
7544,Caracol724,33219,11
7545,LaKalle,33810,2467
7546,yokoikenji,34159,4
7547,moecolombia,34295,1787
7548,lorenzoabadia,34390,922
7549,macotal,34602,588
7550,Finagro,36559,273
7551,TwBirthday,36895,0
7552,cristalab,37854,68
7553,C_Humanitaria,37941,4
7554,radiosupercali,39551,2332
7555,Bako_music,40112,260
7556,INTERPOL_Cyber,40519,337
7557,ServiciodEmpleo,41359,1145
7558,pacoragageles,42325,2551
7559,actualicese,44429,442
7560,Colombianismo,45043,7
7561,ChupoBien,45633,684
7562,nuevodiaibague,45664,65
7563,fcarrilloflorez,45948,926
7564,MILENA_MORALES,46931,2813
7565,wili,47891,27
7566,CHICACERETE,48001,1861
7567,Equidadfutbol,49931,1209
7568,Mundofox_la,51466,18
7569,ICACOLOMBIA,51943,2137
7570,PrensaLaNacion,52962,106
7571,arteria_,54874,272
7572,KinderyApp,58545,243
7573,mancini,58599,1087
7574,Buena_Nota,60445,64
7575,culturagob,62997,832
7576,Supersalud,64176,559
7577,BeckyCNN,64441,129
7578,EmpresasFSE,65578,44
7579,FESVALLENATO,65892,1577
7580,INSEAD,66993,2045
7581,NolanBushnell,69854,9
7582,GerardoBedoyaM,70289,2517
7583,MarcaInteligent,70394,2360
7584,GuilloEscalante,70938,182
7585,Rodrigo_Rivera,72349,178
7586,elmeridiano_co,72873,1790
7587,elempleocom,73278,1043
7588,JuanValdez,73649,1013
7589,GSMA,74011,188
7590,NoticiasNavarra,76849,1370
7591,FollowBlueFlute,77162,1350
7592,RadioGuatapuri,79831,1691
7593,djangoproject,80609,4
7594,eldiariopereira,84213,2250
7595,AdmPublicaEc,90132,991
7596,AlexOsterwalder,91874,661
7597,YahooNoticias,93630,0
7598,JUANSE_QUINTERO,95937,2533
7599,FortalezaCEIF,129613,2824
7600,CamaraColombia,130748,2439
7601,TutsPlusDesign,131888,987
7602,UrreaJuan,132615,212
7603,laopinioncucuta,134906,870
7604,RoundTeam,145409,2412
7605,diariodelhuila,149920,120
7606,StatCan_eng,161678,1031
7607,CasaCardenal,174024,70
7608,rcnmundo,197483,599
7609,SeptimoDiaTV,201075,58
7610,jaimebayly,214800,0
7611,PlanEmprendedor,217330,1078
7612,GDTGuardiaCivil,218716,26
7613,AnneWaiguru,233240,25
7614,Doctor1DOC3,245652,794
7615,lapatriacom,263798,828
7616,trafficAIRPORT,277567,0
7617,AndroidLatino_,279405,417
7618,timberners_lee,292236,137
7619,kaspersky,295649,1104
7620,MAMmedellin,296408,2839
7621,agmethescaf,303381,1058
7622,carlosfgalan,351436,2463
7623,tweepi,395474,2666
7624,elnuevoherald,415136,1283
7625,tierrape1,443813,1694
7626,PibeValderramaP,479379,565
7627,MALEJA_RESTREPO,494004,1083
7628,fayerwayer,495566,286
7629,MelukLeCuenta,508779,264
7630,FanUltra,520622,1541
7631,PachoSantosC,588494,684
7632,SantaFe,594276,2152
7633,ABCDigital,793176,2856
7634,polillafeliz,804799,2109
7635,ClintonFdn,808945,1423
7636,futbolred,862663,1412
7637,MIT,949510,920
7638,LaVanguardia,979425,353
7639,InfobaeAmerica,979446,45
7640,ElGabo,1086100,3
7641,Dimayor,1231929,349
7642,elcomerciocom,1368974,1345
7643,PeriscopeCo,1389401,565
7644,LaMega,1440291,1363
7645,abc_es,1562075,185
7646,MillosFCoficial,1669508,1
7647,eluniversocom,1812423,233
7648,ChiguireBipolar,1957813,252
7649,Minecraft,1995355,46
7650,Channel4News,2050053,457
7651,fifaworldcup_es,2240146,338
7652,melindagates,2341143,178
7653,Telegraph,2486784,2
7654,Independent,2527522,54
7655,Univision,2602323,2158
7656,TweetDeck,2653062,112
7657,clarincom,2766118,360
7658,guardiannews,2818895,13
7659,LANACION,3088581,0
7660,elmundoes,3132068,2702
7661,carocruzosorio,3134402,92
7662,SkyNewsBreak,3274903,0
7663,MashiRafael,3403128,235
7664,GolCaracol,3561962,957
7665,twitcam,4568311,1179
7666,SkyNews,4621481,30
7667,la_patilla,6772024,587
7668,guardian,7211459,147
7669,cnni,7799243,137
7670,BBCNews,9419344,36
7671,UN,10396496,1335
7672,UberSoc,13044109,581
7673,facebook,13455970,659
7674,TwitterLatAm,15032012,374
7675,WSJ,15792330,1269
7676,Reuters,19658474,798
7677,BBCWorld,23412559,9
7678,BBCBreaking,37935835,0
7679,BillGates,45396905,61
7680,BarackObama,101505989,11
7681,pascaweb,72,3724
7682,molujan,77,4200
7683,hugoarmandohdez,105,7812
7684,hegariro,107,3180
7685,Wevotrinon,141,5702
7686,yo_cosmopolita,154,4035
7687,luissalzedo,164,6546
7688,juanKme912,177,3436
7689,jorgeegomez,184,5130
7690,anitarincon12,214,3668
7691,luismimorenoal,219,3753
7692,kellymc_28,230,3851
7693,CaballeroMFer,234,4055
7694,bike_tech_col,239,4312
7695,anfezaga91,251,14472
7696,fabian_burgos_r,259,6602
7697,lcortizr,259,3064
7698,nati_e,268,9493
7699,Catalua_,269,8865
7700,EdoBarrios,270,3107
7701,juannogo,276,4208
7702,renatoodar,277,4702
7703,nmio34,285,4343
7704,alexpbt,293,15009
7705,Macajacta,305,8088
7706,DisofiH,309,8311
7707,aicruma,330,10351
7708,DayanaCharry,339,3842
7709,JeyssonRenteria,344,4268
7710,izquierdosaave1,345,3534
7711,ShirleyAponteB,352,8997
7712,olregapupo,360,4151
7713,SneiderTorradoG,361,3910
7714,Bonsylicious,361,3100
7715,j_cesars,368,4826
7716,monicabautistac,387,41795
7717,monicacogollo,408,3681
7718,JUANNEVA,409,5793
7719,Mossati11,412,26959
7720,mariaclondono,417,3130
7721,cariromon,423,3074
7722,Anitaparada,425,26608
7723,mmanzanera,438,5000
7724,Lejango5,463,3665
7725,JohanaKDuque,463,3661
7726,Kary_urzola,471,5449
7727,villavec,485,17217
7728,LauraMLuna,485,3389
7729,paisalema,487,9175
7730,DanVargasCol,495,3363
7731,elgrillobarillo,502,2988
7732,OsmanGamboa,505,7124
7733,sopicol,522,9011
7734,jgiraldoa,528,9554
7735,Bobadilladianac,537,6029
7736,sergiom23,559,6753
7737,julianfelip,560,3002
7738,Haroldt29,570,5271
7739,ZandritaLopez,585,3452
7740,PPGSM,595,33979
7741,elresaib,599,8768
7742,andysamario,602,14445
7743,mamossh,611,6070
7744,Re_Buenas,616,5201
7745,MauroPerezCol,627,4192
7746,hectoreorjuela,628,6741
7747,leobuitrago43,629,7677
7748,carolinam22,630,5021
7749,DidielBM,646,4623
7750,lalu_lacroix,646,4435
7751,MoniCarreno,661,3643
7752,Pedrito01,667,9678
7753,LGorrion,682,6135
7754,RomanoWadi,687,3955
7755,luzdelmarweb,690,4020
7756,MARTHACE2011,698,5596
7757,vitomangomez1,706,8004
7758,CrackCocaine_,712,6003
7759,LauritoPardo,714,4736
7760,lilianavar13,723,6213
7761,lftamayob,732,17175
7762,migueAYB,746,2980
7763,dpinillacalero,749,6386
7764,arieljimenezgil,765,3907
7765,yperezq15,768,4601
7766,r0j4s,780,3159
7767,julianbernalp,802,3821
7768,PedroEmilioTR,803,12154
7769,ojoconejo,806,23470
7770,josescor,811,5180
7771,andreespinosamu,835,7959
7772,Saramesss,848,3092
7773,lilar_castro,861,5043
7774,linagohez,869,8098
7775,carosanchez8,874,8258
7776,Marchenar,877,3744
7777,estebanz01,886,26057
7778,ENEJOTA,909,11596
7779,vanesanchez89,929,4046
7780,NPloug,962,3691
7781,limabeco,965,5280
7782,MiDivan,977,9107
7783,cristianbolanos,981,3971
7784,andresinpar,985,5288
7785,Jesus_DelCampo,994,3363
7786,PacoApostol,1008,2988
7787,GuzmanBogota,1010,4303
7788,MariaChoucair,1012,4812
7789,VivianSequera,1022,4554
7790,cdiazsa,1025,3631
7791,Gabomacia,1050,5208
7792,Filolina,1068,7806
7793,fergomezos,1080,3431
7794,lflorez,1095,4719
7795,mateorito,1099,12731
7796,correajfc,1101,5468
7797,ShirWarrior,1109,9135
7798,JD_potterlinux,1109,8632
7799,Lucia_E,1140,8183
7800,LICELIS,1141,10927
7801,MeLlamanJerson,1145,3832
7802,_ChristianGuerr,1171,10905
7803,Camtamayo_,1174,6274
7804,jpgastovic,1197,13893
7805,jaivia,1203,5478
7806,julianacarmonag,1218,3130
7807,AdryLicht,1225,3615
7808,Magicallyhappy,1227,7554
7809,zaidy_Thrash,1249,3145
7810,aregifob,1302,3430
7811,blisete,1315,4057
7812,PtrColombia,1328,3214
7813,paolavergelm,1342,4314
7814,gcastillodaza,1344,5746
7815,avercomono,1348,6092
7816,tathysan,1353,2940
7817,KaroBstar,1364,3450
7818,smartcityon,1364,3745
7819,LalaEsmeral,1371,4024
7820,serzafra,1377,3246
7821,RicAmortegui,1387,5982
7822,prietodom,1392,8108
7823,gryzztovartoro,1394,5604
7824,Rafael_ZavalaG,1395,5501
7825,jorgegamba,1396,11377
7826,santaladiablaa,1411,5773
7827,parcologo,1413,16909
7828,betancourt_ja,1414,10592
7829,papelito10,1421,3278
7830,Daniel_Afanador,1436,6379
7831,migueljaramillo,1456,2955
7832,loretvcomunita,1475,26791
7833,anouka,1475,3418
7834,ApoloDuvalis,1495,8624
7835,charliebrown001,1500,9936
7836,quinteromarcela,1503,5496
7837,Caropineros,1507,12745
7838,hectorandres,1514,16822
7839,tatanGeorge,1545,4063
7840,IvMuri,1561,4273
7841,alf069,1566,4491
7842,cobarafael,1566,3255
7843,cerohd,1584,10819
7844,ferno2008,1605,10129
7845,MarcelaChitiva,1610,5297
7846,douglasfugazi,1615,55222
7847,jarroyaveu,1629,6314
7848,GuerraUribe,1636,11346
7849,fredy_secure,1680,3802
7850,AnaLuRey,1690,3185
7851,jolozanoga,1700,5889
7852,KIKAOS,1706,3362
7853,LuisaLaneComics,1708,10493
7854,felipeclavijoo,1713,12496
7855,german_acosta,1724,5132
7856,PatoPatoGans0,1733,107863
7857,chepediony,1747,3164
7858,rogilce,1748,8716
7859,pcolmenares,1788,6232
7860,TintaLu,1838,6220
7861,estebanmirofsky,1845,3652
7862,periodistaregio,1852,14012
7863,Ostoza11,1863,5411
7864,paularecanal,1908,4639
7865,IsaCrisdeAvila,1910,4958
7866,OrlandoParraG,1910,5107
7867,LuzAAguilarC,1925,5313
7868,davidaltabev,1950,3282
7869,jdoviedoa,1952,6717
7870,luzofranco,1956,41804
7871,katalinavasquez,1972,3225
7872,Alexbot78,2011,4223
7873,JorgeCabralesV,2033,3006
7874,Nataliagnecco,2047,18116
7875,juangiorgi,2069,8046
7876,Lfmaguin,2073,3366
7877,leyror,2084,21408
7878,Piris,2112,11080
7879,camikant,2137,3052
7880,Duraznita,2150,3926
7881,paulo_cepeda,2155,23610
7882,fluipe,2170,3134
7883,Misterjhons,2180,15520
7884,gpalacios,2181,9011
7885,rafacarocucuta,2188,10615
7886,helectron,2231,4763
7887,HernanOlano,2236,79529
7888,gelitoazul,2244,8214
7889,Sala_DianaM,2314,5264
7890,gomezoscar,2332,16512
7891,Sadi_CF,2338,4693
7892,Camilocelisr,2344,3021
7893,MartinVegaM,2376,3137
7894,TaniaLopezLizca,2384,3348
7895,InTweetiva,2387,22025
7896,ingandres00,2391,40667
7897,Narcisodelahoz,2396,3744
7898,jalfranco,2397,11984
7899,NandreaBeltran,2423,51524
7900,MartaLuxia,2434,8242
7901,sandovalalvaro,2438,23381
7902,LilyMontesR,2443,19486
7903,jmospina,2478,3943
7904,gusmontenegro,2491,6360
7905,Billy_Aldo,2524,3910
7906,nicolascuervop,2534,6200
7907,Andre_Olano,2586,6668
7908,comunicasas,2600,3194
7909,AngeMartinezT,2629,11047
7910,nico_estupinan,2650,6209
7911,retrino,2659,3308
7912,MileGutierrezR,2844,5264
7913,marialec89,2879,14300
7914,jimmyjacobson,2924,3190
7915,topette,2931,5597
7916,SirDerigo,2933,4008
7917,macafono,2961,42119
7918,lucrerot,2995,4786
7919,JAVCOP,3041,4044
7920,rdelapar,3053,5421
7921,mmpalau,3114,3360
7922,blueviking,3132,5582
7923,derpoltergeist,3203,6604
7924,Antombo,3227,5080
7925,MundoLuque,3238,6548
7926,lauracamargor,3239,13497
7927,alexmorenog,3241,54308
7928,NelsonEMoreno,3246,20742
7929,CISCMRDE,3263,7286
7930,yadox,3351,4541
7931,oscarmontezuma,3368,3582
7932,Mrpepper99,3443,28174
7933,rochylopezvelez,3461,2941
7934,YimmiTovar,3472,14809
7935,javigoto,3502,3105
7936,soccer_girl82,3542,3609
7937,Ctgena_Inspira,3547,4042
7938,UniCecar,3562,10044
7939,pazpena,3623,8548
7940,desenfriolito,3657,32592
7941,Abelgomo,3683,15038
7942,Gerente,3703,8213
7943,marguizaher,3763,3932
7944,marajita,3812,36930
7945,PauliGarciaCile,3828,8274
7946,nicogrosman,3846,11028
7947,tirodecamara,3869,3691
7948,DavidZuniggaa,3938,5086
7949,juansemo,3953,7589
7950,EscenarioUSTA,4009,4274
7951,cosasdeamigas,4015,4619
7952,JulianMartinezA,4097,16540
7953,anfeliz,4129,8103
7954,Alejo_Geek,4206,52662
7955,ximenota17,4277,15818
7956,DiegoFero,4309,7673
7957,fvengoechea,4311,4558
7958,atencioncultura,4367,3453
7959,faeriedevilish,4505,22878
7960,marsax,4552,3958
7961,NotiSincelejo,4592,32662
7962,fernegretep,4605,2985
7963,CesarSerpa,4766,8911
7964,JohannaElias,4780,3181
7965,DoctoraBarbara,4839,9069
7966,GITRGlobal,4940,4442
7967,SoataBoy,4966,14669
7968,rodrigollano5,5035,279440
7969,JohanTriana,5059,7470
7970,ivanmustafa,5177,4786
7971,MaicolBuitrago,5193,6137
7972,jostOZ,5239,4678
7973,GloriaGom,5250,3518
7974,GuidoEcheverri,5265,13920
7975,linarouge,5266,7205
7976,rossanatrucco,5282,22316
7977,kpto,5315,6627
7978,jorgeedomejia,5321,13154
7979,ernestokruger,5327,4167
7980,oscar_m,5339,7665
7981,Juan_Melia,5366,3418
7982,colegioflama,5475,3662
7983,CatherineCruzB,5608,24371
7984,AnibalQuirozMon,5619,5123
7985,linasandoval,5676,8851
7986,CaliParticipa,5700,3799
7987,raigohead,5748,7249
7988,Garrapatudo,5883,17070
7989,Meg_Ypunto,5927,9058
7990,matiasjajaja,5959,3577
7991,JuanLlanos,6017,3563
7992,Erika_Bru86,6026,6044
7993,elizyarcos,6146,6724
7994,marabales,6205,5430
7995,anibalfds,6257,11921
7996,HannaIsBack,6287,3754
7997,Ccomerciotunja,6570,3194
7998,NoticiasEnLaRe,6639,4484
7999,Avaya_Latam,6721,3584
8000,appcircus,6856,5098
8001,EduardoCalvache,6873,12405
8002,CamiloDeGuzman,6893,3610
8003,3Tplus,6916,10258
8004,AECIDColombia,6974,3685
8005,sergiovinay,7114,6300
8006,pajarosdeverano,7175,3996
8007,radiopoliciafm,7294,3944
8008,Innovadores35,7676,4394
8009,jfzuluaga,7752,7658
8010,buritica,7789,23102
8011,KashuerY,7836,3637
8012,Aldana_Angel,7876,21019
8013,ALEJOBernal_,7976,4927
8014,WEConnection,8277,4319
8015,cineplexcol,8295,4391
8016,JoaquinPerezG,8357,18017
8017,UniversidadCUC,8550,3497
8018,TyNMagazine,8663,7116
8019,FondoAdaptacion,8671,3038
8020,AlGenerico,8775,22694
8021,horaciooscar,8869,7907
8022,SamuelAsesor,9030,17600
8023,Ingeniebrita,9125,6235
8024,MaryAngie,9354,5725
8025,PRADITA72,9433,48500
8026,faraujoj,9490,12182
8027,Linaceballos,9681,4200
8028,julilondono,9725,10726
8029,ciscodcloud,9847,17175
8030,AlcaldiaLorica,9915,5130
8031,Catalizate,9945,10958
8032,Seguridadjabali,10000,9760
8033,eMergeAmericas,10031,4378
8034,LalaPrada,10307,4588
8035,AETecno,10575,6516
8036,AUNAPColombia,10629,2975
8037,andrestorresd,10642,3307
8038,marielacenteno9,10688,8358
8039,paolina100,10801,25923
8040,sin_mascara_,10846,16678
8041,ernestopiedras,10936,24502
8042,ANGELICAMYS,11020,121732
8043,2000dePan,11099,172605
8044,AdmonUniandes,11276,5515
8045,titabobra,11571,4617
8046,BaldomeroPessoa,11878,28138
8047,Figueroa_Reyes,12004,9470
8048,marionavas,12205,3436
8049,prospectador,12466,4485
8050,TuiterosMeta,12552,4286
8051,iccaballero,12598,3308
8052,santocachonpeli,12616,5126
8053,Nubelo,12711,4881
8054,damianoficial,12729,5296
8055,TDTColombiaTV,12786,3570
8056,taxioviedo,12846,70613
8057,TuyoIsaza,12916,7441
8058,EnamorateChoco,13023,17000
8059,fanzures,13192,6465
8060,martintapias,13297,4330
8061,Avantel_sas,13511,3038
8062,ANMColombia,13636,7720
8063,rodrigoguerrerr,13857,6518
8064,amyjokim,14023,21035
8065,lblancoa,14302,3204
8066,caracolarmenia1,14787,12218
8067,OmarGamboa,15077,6428
8068,coyotegris,15221,9789
8069,Metricool_es,15683,5245
8070,pablodimeglio,15684,9420
8071,cibervoluntario,16414,5131
8072,joseiglesiasb,16629,92851
8073,firt,16675,2995
8074,ricardolanda,16724,4076
8075,SandSuarez,16837,82337
8076,PrimeraHoraCol,16873,4947
8077,TappsiCo,16919,4942
8078,ASCOA,17349,3762
8079,CarabinerosCol,17736,9532
8080,alerios,17768,3426
8081,vana_cristina,17877,6215
8082,MinutodeDiosFM,17910,11402
8083,HUGOLEONROJITO,18045,63849
8084,jorgitomacumba,18535,116384
8085,juancarlosy,18665,20530
8086,HotelAmericasCo,18831,4293
8087,digitalarun,19557,5935
8088,PatyGallardo,19639,30990
8089,Pabloescola,20125,6169
8090,elmermontana,20207,16295
8091,SenalMemoria,20462,11990
8092,earriagada,20649,7785
8093,4YFN_MWC,21091,5770
8094,elmoraless,21566,2962
8095,MajoVargas01,21618,6499
8096,MiMundoRaro,21868,4867
8097,_FICCI_,22312,4959
8098,LuisGMurillo,22369,5238
8099,YagodeMarta,22641,8689
8100,oscartunjo,22854,9140
8101,OPTICRD,22923,3867
8102,animesa,23071,94318
8103,tomfgoodwin,23083,24710
8104,ShairaSelenaXS,23111,9097
8105,ONIC_Colombia,23219,7215
8106,Riclargo,23924,7241
8107,Naturgy,24789,3027
8108,dirtydahiana,24965,29388
8109,sebsaavedra,25550,3966
8110,profeastronauta,25617,6832
8111,emisoraejercito,26122,10465
8112,MananasconUno,26181,14197
8113,ftsaez,28377,26897
8114,FoxTelecolombia,31724,9942
8115,Hughcevans,32193,11058
8116,mtascon,32477,6605
8117,carloscuentero,32966,12385
8118,_carlosduque,33938,4839
8119,_BAnQ,34161,3545
8120,ElTiempoVerde,34923,4289
8121,Corpoica,35166,2963
8122,CaracolBga,35240,5701
8123,internautismo,36387,27892
8124,simonasanchez,36544,39533
8125,colombiascopio,37322,8890
8126,rauchg,37602,15863
8127,DIJINPolicia,37612,8127
8128,ChiefGodd4Real,38809,6173
8129,JCGossain,39526,24292
8130,URestitucion,39775,7977
8131,PinzonBueno,39966,13368
8132,ktronixcolombia,41305,4787
8133,GlobalShapers,42446,4273
8134,luisfelipehenao,45606,15086
8135,BoyacaEsNoticia,47938,7521
8136,ElCuadernoCO,48069,11935
8137,mobileworldlive,48312,3499
8138,LuisErnestoGL,49301,13950
8139,MauriceArmitage,52351,13379
8140,rosariogomez,53733,15914
8141,WIPO,54306,7664
8142,opengovpart,54888,7270
8143,FelipeAcevedoM,58232,61209
8144,MarcosDanielPG,65435,4413
8145,MCHaiti,66383,3143
8146,EstebanSantos10,68776,7173
8147,UNDESA,72448,5293
8148,juanitakremer,85937,3063
8149,platzi,86894,9864
8150,Rodrigo_Lara_,90023,9609
8151,boyacasietedias,93441,11334
8152,peclaveria,96916,5771
8153,okendobmx,100122,6553
8154,mapatilla,102616,4299
8155,Cultura_Ec,109991,6448
8156,Dani_Matamoros,111688,27829
8157,fabianmendozav,111884,12839
8158,SenalDeportes,112828,42394
8159,elprincipito_es,118851,284764
8160,INTERPOL_HQ,124761,3273
8161,cuervocarolina,130658,8957
8162,MinTrabajoEc,140284,4641
8163,LenniMontiel,156303,26305
8164,Telecom_Ec,163090,3069
8165,ClaroColombia,167900,8569
8166,sergiobarbosach,171169,7664
8167,SoyEntrepreneur,179692,6927
8168,CanalTreceCO,190637,52658
8169,campusparty,201965,3087
8170,LaTerribleLiz,204166,6956
8171,ryanochoa,204609,3875
8172,MinamPeru,212752,4055
8173,AlejandroChar,243976,4380
